Tista 707-708,8/21/2010 12:07,"lat:24.874361 long:090.009554 speed:040.0
T:21/08/10  12:07
http://www.wxlxy.com/GPSTracker.aspx?key=354776937427536@7869249.120@47770.810"
Tista 707-708,8/21/2010 12:07,"lat:24.872103 long:090.012744 speed:044.0
T:21/08/10  12:07
http://www.wxlxy.com/GPSTracker.aspx?key=354776437427636@3488412.144@76464.360"
Tista 707-708,8/21/2010 12:06,"lat:24.870536 long:090.016585 speed:044.0
T:21/08/10  12:06
http://www.wxlxy.com/GPSTracker.aspx?key=354776937427836@7834824.192@132680.810"
Tista 707-708,8/21/2010 12:06,"lat:24.869804 long:090.020475 speed:044.0
T:21/08/10  12:06
http://www.wxlxy.com/GPSTracker.aspx?key=354776737427236@6088628.48@40950.630"
Tista 707-708,8/21/2010 12:05,"lat:24.869165 long:090.024674 speed:044.0
T:21/08/10  12:05
http://www.wxlxy.com/GPSTracker.aspx?key=354776637427936@5214990.216@222066.540"
Tista 707-708,8/21/2010 12:04,"lat:24.867920 long:090.032829 speed:044.0
T:21/08/10  12:04
http://www.wxlxy.com/GPSTracker.aspx?key=354776137427536@867920.120@164145.90"
Tista 707-708,8/21/2010 12:04,"lat:24.867293 long:090.036947 speed:044.0
T:21/08/10  12:04
http://www.wxlxy.com/GPSTracker.aspx?key=354776637427836@5203758.192@295576.540"
Tista 707-708,8/21/2010 12:03,"lat:24.866630 long:090.041341 speed:046.0
T:21/08/10  12:03
http://www.wxlxy.com/GPSTracker.aspx?key=354776637427936@5199780.216@372069.540"
Tista 707-708,8/21/2010 12:03,"lat:24.865934 long:090.045915 speed:048.0
T:21/08/10  12:02
http://www.wxlxy.com/GPSTracker.aspx?key=354776437427736@3463736.168@321405.360"
Tista 707-708,8/21/2010 12:02,"lat:24.865255 long:090.050358 speed:049.0
T:21/08/10  12:02
http://www.wxlxy.com/GPSTracker.aspx?key=354776237427336@1730510.72@151074.180"
Tista 707-708,8/21/2010 12:01,"lat:24.864530 long:090.055127 speed:048.0
T:21/08/10  12:01
http://www.wxlxy.com/GPSTracker.aspx?key=354776737427336@6051710.72@165381.630"
Tista 707-708,8/21/2010 12:01,"lat:24.863843 long:090.059619 speed:046.0
T:21/08/10  12:01
http://www.wxlxy.com/GPSTracker.aspx?key=354776537427836@4319215.192@476952.450"
Tista 707-708,8/21/2010 12:00,"lat:24.863265 long:090.063753 speed:046.0
T:21/08/10  12:00
http://www.wxlxy.com/GPSTracker.aspx?key=354776837427936@6906120.216@573777.720"
